id,native,english,domain,subdomain,tense,dialect,dateCreated,createdBy
qgweuehb9,Obujajabi yaahandika ebipimo by'omubiri gw'omurwaire nka pulesa y'esagama n'okuteera kw'omutima.,"The nurse recorded the patient's vital signs, including blood pressure and heart rate.",HLT,," Present ",Rutooro,2026-03-04 09:40:15.416+00,nus6yvak7
qjfryq779,Kwiyamu enda.,Abortion.,HLT,," Present ",Rutooro,2026-02-26 09:11:57.698+00,nus6yvak7
ql4bz6tsm,Omusiri ogwebihimba gukaba guhikire kugesa.,The field of beans was ready for harvesting.,AGR,AGR-CRP,past,Rutooro,2026-02-20 08:16:32.483+00,mu7n2sm1v
qoa0e9bg3,Eby'enturukya by'ebyobusuzi bikusinga amagoba gekutunga,Business expenses are more than the profits it earns,ECO,,,Rutooro,2026-02-22 12:56:25.67+00,lpys3ifza
qwea8gyox,Omusaija tabyama na Nyinento,"A Man is prohibited to have sexual intercourse with Maternal Aunt. ",CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 09:11:17.301+00,ruom6sfi4
r0svi0t8j,Simon ayongeza ohabwingi bw'ebintu akutunda buli mwezi gwa musenene,"Simon offers a promotion on his goods every November ",ECO,,,Rutooro,2026-02-20 15:26:33.065+00,lpys3ifza
r18pw5ygg,Obwetaago bw'akatale k'ebihimba buli haiguru muno,The market demand of beans is too high,ECO,,,Rutooro,2026-02-24 12:37:15.465+00,lpys3ifza
r1xfocizz,Erwaro,Hospital.,HLT,,"Present ",Rutooro,2026-02-26 09:06:51.45+00,nus6yvak7
r2dbqlulg,"Ruhanga nukwo yagondeze ati Ensi,yahayo Omwanawe ayazairwe omu wenka,Omuntu weena anyakumwikiriza aleke okubura, baitu atunge obwomeezi obutwahwaho.","For GOD loved the world that He gave His only one and only son, that who ever believes in Him, shall not perish but have eternal life.",SPR,,Present continuous,Rutooro,2026-02-24 08:46:57.494+00,ruom6sfi4
rbhe7dw4n,"Ebika bya mento ebisobere amubiri nibyo ebitekerezo bingi muno, okwerarikira kwaamani, okuwa amani omubiri, n'ebika ebindi.","Types of mental disability are stress, depression, anxieties and others.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-23 10:20:28.701+00,nus6yvak7
rdjjt50ka,"Okujanjaba kansa. Okukozesa ka kemosirape, radiyosirape, imyunosirape, n'emibazi endi ekutaba kansa yemiringo yingi.","Cancer Therapy. Treatment such as chemotherapy, radiotherapy, immunotherapy, and other therapy that treat different types of cancer.",HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 17:01:13.174+00,nus6yvak7
ri6uwymxv,Orugo nikyo ekikaro ekirarwamu ente.,A kraal is where cattle sleep.,AGR,,,Rutooro,2026-02-24 12:07:24.148+00,6rp3pc92m
rp4rulg8a,Obulemu n'obuzibu omu mirimo y'omubiri rundi omu nteekateeka y'omubiri.,Impairment is the problem in body function or structure.,HLT,HLT-MEN,"Present ",Rutooro,2026-02-25 11:20:37.785+00,nus6yvak7
rp8h2fk29,Abasubuzi baina ebintu eby'omuhendo,"Traders have expensive products ",ECO,,Noun,Rutooro,2026-02-20 11:56:22.453+00,lpys3ifza
rpae10jkc,Okuhuura guli mulingo  ogukusingayo kwihamu ebihimba omubisusu.,Beans are best extracted from the bean pods by hitting strongly.,AGR,,,Rutooro,2026-02-24 10:27:46.961+00,6rp3pc92m
rpiwn3vi3,"Kuroniko ekika ky'ebisobere amubiri ebitari byangu kurorebwa abantu abandi. Oburwaire obwamani muno obukusinga tibwoorekya oburorwaho obw'aheru  abantu abandi bubakusobora kwanguha kukenga byangu baintu oburwaire obwo buretaho obusansi, kuhwa amaani, n'omubiri gurekaho kukora kurungi. Ebwokurorerwaho bya kuroniko ekika ky'ebisobere amubiri nibyo oburwaire bwomunywerero (Sirimu), asima,  kansa, sukari, puleesa, nebindi nebindi.","Chronic health disability. Many illness do not have outward sign but can cause significant pain, fatigue, and functional limitation. Examples of chronic health disability are HIV/AIDs, Asthma, cancer, diabetes, hypertension and others.",HLT,,,Rutooro,2026-02-24 08:56:01.963+00,nus6yvak7
rr2xnpmif,"Meto ebisobere amubiri ni yo ebeera ekutelibaniza omuntu omubitekerozo, onyerabya ye hamu ne egenso nze.","Mental disability. Refers to the conditions that affect a person's thoughts, feelings and behavior.",HLT,,,Rutooro,2026-02-23 09:47:46.202+00,nus6yvak7
rso54ipop,Abasubuzi baferirwe sente nyingi muno hanyuma y'okusubura ebihimba,Traders have made alot of losses after trading in beans,ECO,,,Rutooro,2026-02-20 12:05:15.372+00,lpys3ifza
rt52zz2n0,Maria atunga okusasirwa oku akorirre buli hanyuma y'omwezi,"Maria always gets a commission after every month ",ECO,,,Rutooro,2026-02-22 12:48:49.667+00,lpys3ifza
rtxzhl661,Abasubuzi basaliireho abaguzi Babu emihendo ha bintu bakutunda,"Traders have offered discount to their customers ",ECO,,,Rutooro,2026-02-20 11:42:19.156+00,lpys3ifza
russrdcvv,Emisiri emikoto eri nungi yokulima ebirimwa ebw'okutunda kwonka.,Large fields are good for cash crops.,AGR,AGR-CRP,Present,Rutooro,2026-02-20 14:58:37.005+00,mu7n2sm1v
s6p3zsucx,"Ebikora bya karitunsi bikyari biito obigaita naiju ryo mukyoota, n'omara n'otamu amaizi, n'omara n'obikamura, n'omara n'obisengaija, n'omara n'onywa ensande yabyo, bitaba enkororo.","Young leaves of eucalyptus tree, mixed with ash and water, then you squeeze it, then you filter it, after you drink it's results from it, it heals cough.",HLT,HLT-TRA,"Present ",Rutooro,2026-02-20 20:22:17.307+00,nus6yvak7
swgy8qr8p,Omusubuzi okwekorra omu by'obusubuzi bye wenka,"Sole proprietor is a person who sales goods individually ",ECO,,,Rutooro,2026-02-24 07:26:53.928+00,lpys3ifza
t5ix6bph6,Omwana akutanaka.,The child is vomiting.,HLT,,"Present ",Rutooro,2026-02-25 17:20:31.824+00,nus6yvak7
t6279a4vj,Abanyeete nibo ekigendererwa ky'okuguza ebintu binu,Youths are the target market of this product,ECO,,,Rutooro,2026-02-24 12:28:43.594+00,lpys3ifza
tantzwjs0,Itaka ery'orwezo lizaara ebirimwa bingi.,Fertile soil produces many crops.,AGR,AGR-CRP,Present,Rutooro,2026-02-20 12:43:03.118+00,mu7n2sm1v
trgyxo8vg,Banyoro Batooro kyomuziro kubyama nowanyoko.,In Bunyoro and Tooro to have sexual intercourse with a sister.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 08:56:16.523+00,ruom6sfi4
ttzz36uyq,Omwana arweire oruseru.,The child is suffering from measles.,HLT,,"Present ",Rutooro,2026-02-26 10:15:23.844+00,nus6yvak7
ty8a7e4ml,Taata wange bamutaire hakitabu omwirwariro.,My father his admitted in the hospital.,HLT,,"Present ",Rutooro,2026-02-26 10:06:30.209+00,nus6yvak7
tyova0qzq,Embuzi zetaaga amaizi aga kusemera buli kiro.,Goats need clean water daily.,AGR,AGR-LVS,present,Rutooro,2026-02-21 07:07:44.125+00,mu7n2sm1v
u55k4sh0h,Okugonza kw'abantu omukukozeza ekintu kuhinduka bulikiro,Consumer preference changes every day,ECO,,,Rutooro,2026-02-24 12:30:59.025+00,lpys3ifza
u8dt42yj6,Amahanga akagukira gasuburaana,"Most countries trade together ",ECO,,,Rutooro,2026-02-20 15:19:35.161+00,lpys3ifza
uhsp5662m,Ebihimba bi'kura kurungi omuli itaka ery'orweezo.,Beans grow well in fertile soil.,AGR,AGR-CRP,present,Rutooro,2026-02-21 06:59:38.749+00,mu7n2sm1v
uhymsikgb,Empunu nizetaaga kulisibwa kurungi.,Pigs require proper feeding.,AGR,,Present,Rutooro,2026-02-20 17:19:27.579+00,mu7n2sm1v
uizy87vrs,Amakorre g'emotoka gaina abakozi baigi,"Car factories have many employees ",ECO,,,Rutooro,2026-02-21 09:10:06.434+00,lpys3ifza
up9wlptak,Emihendo y'ebintu omu Bunyoro yasigikiraaga hakwikiraniza kw'abantu,Prices of goods in bunyoro were determined through their bargaining power,ECO,,,Rutooro,2026-02-24 10:18:11.788+00,lpys3ifza
ussir88vz,"Ebikora by'omuyembe, ebikora bya ampera, emizi y'ekibirizi, obingaita musefuriya n'omara n'otamu amazi, n'omara n'obicuuba, bikumara kuuya, n'obinywa bitaba omuswija.","Leaves of mango tree, leaves of guavas, and roots of bitter leaf, you mix it together in the saucespan then you cook it, after getting ready, you drink it's results, it heals fever.",HLT,,"Present ",Rutooro,2026-02-20 12:05:57.565+00,nus6yvak7
uyri1ynbz,Abasubuzi begire kusubura ebintu ebirungi,"Traders have learnt how to trade good products ",ECO,,Verb,Rutooro,2026-02-20 11:35:05.745+00,lpys3ifza
v72okbkov,Amadiba gakozesebwa nk'ebyokujwara.,Hides and skins are used for clothings,AGR,,,Rutooro,2026-02-24 12:58:51.1+00,6rp3pc92m
v9fjzh33z,"Okusemeza (surgery). Okusemeza omutima, okutereeza ebicweka by'omubiri, n'okuhindura ebicweka ( organ transplant).","Surgical procedures. Complex surgeries such as heart by pass surgery, organ transplantation, minimally invasive laparoscopic operation.",HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 15:16:00.582+00,nus6yvak7
vd4c9648g,Abalimi ba bunyoro baguzaga ebintu byabu obukama obubaherire,Farmers had trade partners with their neighbouring kingdoms,ECO,,,Rutooro,2026-02-24 10:29:10.529+00,lpys3ifza
vdjo055ol,Emihendo y'okukorebebintu eli haiguru muno,"The costs of production of goods are too high ",ECO,,,Rutooro,2026-02-22 12:50:53.022+00,lpys3ifza
vfwoqga6h,Ekyana ky'embwa yange kikuburaho.,The puppy of my dog is missing.,AGR,,,Rutooro,2026-02-24 12:25:07.427+00,6rp3pc92m
vgdd59rcp,Abenjezi abakutunda ebintu basasura omusolo guke muno,"Hawkers pay less taxes ",ECO,,,Rutooro,2026-02-20 15:20:57.415+00,lpys3ifza
vj16rk6b1,ebikozeso by'ebyobusubuzi bihoire hamutindo,all my business assets have depreciated,ECO,,,Rutooro,2026-02-24 09:47:33.566+00,lpys3ifza
vj966fxhh,Embarabara mu matungo kutangwa no kufuhirra.,Ticks in livestock can be controlled by spraying .,AGR,AGR-LVS,Present,Rutooro,2026-02-20 10:23:21.09+00,mu7n2sm1v
vq4i9mmlv,Habwaki nobyara ebicholi byawe mubwire bwekyanda.,Why are you planting your maize during dry season?,AGR,AGR-CRP,Present,Rutooro,2026-02-20 07:06:46.249+00,mu7n2sm1v
vqotzruzv,Abarimi batekaniza emisiri hokubyara ebirimwa byabu,farmers prepare gardens for planting their crops,AGR,,,Rutooro,2026-02-24 08:21:01.171+00,6rp3pc92m
vqwisrntx,Orole abo abaana habwomutahuura bwabu ekyambu kibaisire.,"See these Children, because of not listening the river kills them  ",NAR,NAR-CHI,Present,Rutooro,2026-02-24 04:36:03.852+00,7ldvwi8jh
vqx0ogo28,"Ebika bye ebisobere amubiri ebitari byangu kubirora. Ebika binu bye bisobere amubiri biretaho obuzibu bwingi muno amuntu, habwokuba abantu abandi baba nibarora omuntu arikurungi baintu omuntu ogu atarikurungi omubwomezi bwe.",Hidden disability is the type of disability which is not easily to observe. It can lead to unique set of challenges as an individual is perceived normal despite experiencing significant impairment.,HLT,HLT-MEN,"Present ",Rutooro,2026-02-24 07:34:36.121+00,nus6yvak7
vtgbode3w,Kulima obutareka kujwaya.,Digging for a long time causes exhaustion.,AGR,,,Rutooro,2026-02-24 10:12:06.544+00,6rp3pc92m
vtkksgdk1,"Panado ekendeza oburumi, n'ekiiriro ky'omswija. Osinga gimira oine ebwokurorwaho nko kurumwa omutwe,omuswija, n'esenyinga.","Panadol is used for pain reliever and fever reducer. It is often used to treat symptoms like headache, fever, and sometimes cough when it's related to flu.",HLT,HLT-MOD,"Present ",Rutooro,2026-02-20 20:56:19.595+00,nus6yvak7
vymqvmmfu,Nkurumwa omunda.,Am feeling stomach pain.,HLT,,"Present ",Rutooro,2026-02-26 09:30:14.811+00,nus6yvak7
vywoqs7il,Bihereza emirimo abantu  nka abahuma.,Source of employment opportunity  to people like herds man.,AGR,,,Rutooro,2026-02-24 13:13:10.873+00,6rp3pc92m
w4rnpvm2m,kumanya ebirimwa by'emiringo minji kirungi.,To know different types of crops is good.,AGR,,,Rutooro,2026-02-24 09:27:42.849+00,6rp3pc92m
w9uwrh3xo,okuhangarra kw'emotoka omukatale kuraira muno,the product life cycle of cars is too long,LAW,,,Rutooro,2026-02-24 07:37:41.082+00,lpys3ifza
we1ma7b8j,Okutwara ebintu aherru y'ihanga kweyongire,Thale exportation of goods han increased,ECO,,,Rutooro,2026-02-24 07:22:01.793+00,lpys3ifza
whbjy5xsq,MUSIIME MUKAMA BAITU MURUNGI,Give thanks to the Lord for He is good.,SPR,,Present continuous,Rutooro,2026-02-24 08:29:01.572+00,ruom6sfi4
whiprk8ec,Emisolo eyamba gavumenti kuhikyaho abantu obuhereza oburungi,"Taxes help the government to provide good services to people ",ECO,,,Rutooro,2026-02-20 11:52:51.549+00,lpys3ifza
wilv7l3ut,Abasubuzi abakusinga omu bunyoro bali bakinoomu,"Most businessmen in bunyoro are retail traders ",ECO,,,Rutooro,2026-02-21 11:46:00.189+00,lpys3ifza
wjipi39c6,Omwihwa taswerwa  akunamira Ekka.,It is  a Taboo to Marry a Niece.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 09:28:46.666+00,ruom6sfi4
wolwqhz0v,amaizi bwomeezi,water is life,ENV,,present,Rutooro,2026-02-23 14:35:40.771+00,z7cmq5grs
wtqcji23u,Abaisiki tibatemba  Gaali habwokutiina batasisikara,Girls are prohibited to ride bicycles in line of protecting virginity.,CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 08:34:56.78+00,ruom6sfi4
wuy933f26,Omwana omwojo talya ebisigirwa,"A boy is prohibited to eat  left over food. ",CUL,CUL-TAB,Present continuous,Rutooro,2026-02-22 07:43:50.226+00,ruom6sfi4
wyg6wu33l,Enjura obwegwa abarimi babyara ebirimwa.,At the beginning of rainy season farmers plant crops.,,,,Rutooro,2026-02-24 08:49:12.175+00,6rp3pc92m
x0bwhzlql,Amatungo baine kugateera ekikatu.,Livestock should be vaccinated.,AGR,AGR-LVS,Present,Rutooro,2026-02-20 13:37:00.85+00,mu7n2sm1v
x75owl2rv,Abakukozesa ebintu byange bweyongirre,"My consumers have increased in number ",ECO,,,Rutooro,2026-02-24 06:52:14.582+00,lpys3ifza
x9ep96k1i,Emibazi.,Medicine.,HLT,,"Present ",Rutooro,2026-02-26 09:10:07.181+00,nus6yvak7
xa7zrf83a,Yona atunga emiga kuruga omu MTN Uganda,"Yona is a shareholder in MTN Uganda ",ECO,,Noun,Rutooro,2026-02-21 09:09:03.063+00,lpys3ifza
xgfkg2u2t,"John akakebenza akahuuka k'omunywerero (sirimu) omwirwariro, omusaho yamugamba nkusagire otaine akahuuka k'omunywerero (sirimu).","John tested for HIV/AIDs in the hospital and the doctor told him, I found out when you have HIV/AIDs negative.",HLT,,"Past ",Rutooro,2026-02-26 08:29:13.044+00,nus6yvak7
xgv4qed5i,Abasubuzi bakutunda ebintu byabu hamihendo yahansi muno,"Traders are selling their goods cheaply ",ECO,,Verb,Rutooro,2026-02-20 07:43:54.418+00,lpys3ifza
xjlpvjgj0,ekibwegurra kisisa  ebikora byebirimwa.,Caterpillars destroy crop leaves.,AGR,,,Rutooro,2026-02-24 10:46:08.001+00,6rp3pc92m
xkm64i1sd,Enguri nikyo ekyombeko ekyombekerwe kuhunika ebirimwa ebisarwirwe.,Granary is a house constructed purposely for storing crops after harvesting.,AGR,,,Rutooro,2026-02-24 09:16:03.564+00,6rp3pc92m
xls8m8ikf,"Omukazi owenda , kurungi kukebenza enda omwirwaro.","As pregnant woman, it's very important to go for maternity check-up in the hospital.",HLT,HLT-MAT," Present ",Rutooro,2026-02-25 17:47:01.137+00,nus6yvak7
xyifx611y,"Eziku burwaire obukuretebwa obwenzi rundi obwamaraya, bureetwa obuhuka, oburwaire bunu butaliibaniza ebicweka ebyesoni Omubakazi rundi abasaija.",Gonorrhea is sexually transmitted infection caused by bacteria affecting reproductive system.,HLT,," Present ",Rutooro,2026-02-26 21:34:45.692+00,nus6yvak7
ybmwbcovl,Kugema endwara kutangira endwara.,Vaccine protect against diseases.,HLT,HLT-PRE,,Rutooro,2026-02-26 22:15:22.883+00,nus6yvak7
ycbczo87e,"Ebikora bw'ekibirizi, okigaita n'amaizi, n'omara n'obikamura, n'omara n'obisengaija, n'omara n'onywa ensande yabyo, bitaba omuswija.","Leaves of bitter leaf, you mix it with water, then you squeeze it, then you filter it, after you drink it's results, it heals fever.",HLT,HLT-TRA,"Present ",Rutooro,2026-02-20 20:27:06.699+00,nus6yvak7
ye4f5g1ri,Amaizi amayonjo gayamba encu okukura kurungi.,Clean water helps fish to grow.,AGR,AGR-FSH,present,Rutooro,2026-02-21 06:20:57.177+00,mu7n2sm1v
yftfs7md8,Haroho empindukahinduka yamani omukihanda ky'ebyobusubuzi,There is a big diversification in the trading sector,ECO,,,Rutooro,2026-02-21 11:47:39.068+00,lpys3ifza
ygspoqrgz,Ebicooli biri ebyokulya ebikanya.,Maize is a common food crop.,AGR,AGR-CRP,present,Rutooro,2026-02-21 06:43:59.829+00,mu7n2sm1v
yi9xs60dg,Emiti i'tanga kusenda omugezi.,Trees prevent soil erosion.,AGR,AGR-LND,Present,Rutooro,2026-02-20 13:41:16.022+00,mu7n2sm1v
yo0hzj0kg,"Ebikuretenza obulema nibyo binu nka obutandwa, endwara, kwikara omukikweka ekirimu ebikutoka, etabuka omumaka, enyikara ebi ey'okubonabona, kusikira  obulema omu bazaire bawe, omu bwire bw'okuzara omwana , nebindi nebindi.","Causes of disability are accident, diseases, long term exposure to noisy environment, domestic violence, traumatized condition, genetics, by birthday, and others.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-25 13:01:49.792+00,nus6yvak7
yphjj27q0,Abahingi bafuuhira ebimera kubitanga obukooko.,Farmers spray crops to prevent pests.,AGR,AGR-CRP,present,Rutooro,2026-02-21 07:16:30.737+00,mu7n2sm1v
yqexhdfw4,Entahya y'ihanga omu by'obusubuzi ekyali hansi muno,The country's income from trade and commerce is still too low,,,,Rutooro,2026-02-22 13:02:25.569+00,lpys3ifza
yu70kux88,Kurima obutuzi kukira kukorebwa muno mubicweka ebikurakuraine.,Mushroom growing is highly practiced in urban centers.,AGR,,,Rutooro,2026-02-24 11:04:29.031+00,6rp3pc92m
ywv5ju4bs,Okwogerera abantu bwire bwingi bwokuba bari bomezi.,Improvement of life expectancy.,HLT,,"Present ",Rutooro,2026-02-21 06:11:22.069+00,nus6yvak7
yxnh6ex4v,"okusarura obukuba kuhoire, amagesa tugahunika omunguri.",After harvesting crops are kept in a granary.,AGR,,,Rutooro,2026-02-24 09:20:33.497+00,6rp3pc92m
yxtaqxbf8,Akame akasaija karirege obwana bubiri obw'akame akakazi.,The doe eaten two kittens of the rabbit.,AGR,,,Rutooro,2026-02-24 12:43:20.95+00,6rp3pc92m
yy8xveagw,"In the tradional,people produced goods mainly for consumption purposes",Kara abantu balimaga ebintu eby'okulya kwonka,ECO,,,Rutooro,2026-02-24 10:26:37.571+00,lpys3ifza
z0cixfiuc,Empunu zilya ebisigara by'ebyokulya.,Pigs eat food remains and feeds .,AGR,AGR-LVS,present,Rutooro,2026-02-21 07:31:58.047+00,mu7n2sm1v
z5yayqjr5,Kukebeza enda erimu Omwana.,Martenity check-up.,HLT,HLT-MAT," Present ",Rutooro,2026-02-26 11:19:59.561+00,nus6yvak7
z7fzguuke,Omuntu asobora kusuburu na mugenzi we,"A person can partne with a friend ",ECO,,,Rutooro,2026-02-20 11:40:17.386+00,lpys3ifza
zfok7skb9,Emihendo yebyokulya etembere,"Prices of food have gone higher ",ECO,,Noun,Rutooro,2026-02-20 07:37:36.59+00,lpys3ifza
zrc29hy37,Tusiime akatunga ibanja ly'okusubura ebintu kuruga omulyahurro,"Tusiime got a loan for the business from the bank ",ECO,,,Rutooro,2026-02-20 15:36:25.778+00,lpys3ifza
zwt8e56tb,"Oburwaire bwa Bipolar. Bungira oburorwaho nka mania, n'okweraliikira muno. Obwire bwa mania omuntu abanza aine obwangu bwingi muno, kandi obwire bw'okweraliikira muno, omuntu arekaho kukora kurungi omubiri n'omumirimo ye yoona.","Bipolar disorder. It is characterized by extreme mood swimming for example high emotional (mania), and low emotional (depression). During mania, an individual experience rapid speech, and during depression, and individual experience inability to function.",HLT,HLT-MEN,"Present ",Rutooro,2026-02-24 13:52:22.862+00,nus6yvak7